,epoch,loss,accuracy,average_loss,average_accuracy,best_particle_hidden_num,best_particle_hidden_dim,best_particle_lr
71,71.0,1.7762109994888307,0.3,1.8158102295133804,0.19111111111111115,3.0,37.0,0.004753737046579872
72,72.0,1.8933677117029826,0.2916666666666667,1.8222030459509957,0.19000000000000003,7.0,50.0,0.01206085207001829
73,73.0,2.0086004018783568,0.2833333333333333,1.847638824780782,0.17611111111111116,3.0,43.0,0.010268551144307334
74,74.0,1.8838446935017903,0.25,1.8215569591522212,0.17777777777777776,3.0,29.0,0.008831942669802233
75,75.0,1.8927940289179483,0.25833333333333336,1.8101123068067764,0.14944444444444446,4.0,49.0,0.006345701210033274
76,76.0,2.0044668992360433,0.2916666666666667,1.8733768961164687,0.20555555555555557,7.0,50.0,0.006511267385811465
77,77.0,1.9028530756632487,0.3,1.8312817668914791,0.2033333333333333,5.0,42.0,0.007339968855420067
78,78.0,1.8281756242116292,0.3,1.8475810819201999,0.18944444444444444,4.0,29.0,0.004546068983969108
79,79.0,1.9176043033599854,0.2833333333333333,1.8594292444652978,0.18388888888888888,7.0,41.0,0.00435551645393736
80,80.0,1.8842886924743651,0.31666666666666665,1.8735743702782521,0.1955555555555555,8.0,27.0,0.005691979082332655
81,81.0,1.751919150352478,0.31666666666666665,1.8465776003731622,0.21277777777777776,9.0,46.0,0.0024877023101664802
82,82.0,1.9195391575495402,0.2916666666666667,1.854907742606269,0.19833333333333333,7.0,38.0,0.006884263258911186
83,83.0,1.9327887932459513,0.30833333333333335,1.8538518502977162,0.18500000000000003,4.0,18.0,0.006446398393844822
84,84.0,1.9401202042897543,0.25833333333333336,1.8513829194174873,0.1761111111111111,6.0,49.0,0.008433154369393403
85,85.0,1.8951841592788696,0.31666666666666665,1.8624809498257104,0.195,5.0,50.0,0.010353372072244698
86,86.0,1.7867303450902303,0.30833333333333335,1.838123173713684,0.225,3.0,32.0,0.0029823295861720212
87,87.0,2.0147650241851807,0.30833333333333335,1.8429503297805787,0.2038888888888889,4.0,41.0,0.016024182798780828
88,88.0,1.8687002102533976,0.2916666666666667,1.84916234281328,0.20444444444444446,7.0,44.0,0.009963806512527738
89,89.0,1.825856590270996,0.3,1.85001729382409,0.21944444444444447,4.0,27.0,0.00427675368560884
90,90.0,1.9068929433822632,0.25833333333333336,1.8178816641701592,0.1722222222222222,7.0,50.0,0.00416019364766098
91,91.0,1.847603686650594,0.2916666666666667,1.8277273654937747,0.21777777777777776,5.0,45.0,0.0021640303566983804
92,92.0,1.878090238571167,0.25,1.8111853626039294,0.19222222222222224,6.0,26.0,0.0056049498522702385
93,93.0,1.7883754253387452,0.3,1.8307617378234864,0.2122222222222222,6.0,21.0,0.003805643239840597
94,94.0,1.9803517182668051,0.26666666666666666,1.8393124930063887,0.18555555555555553,7.0,43.0,0.009207767118008626
95,95.0,2.0129685401916504,0.26666666666666666,1.842744434674581,0.18166666666666667,5.0,32.0,0.00872159961511388
96,96.0,1.9075551509857178,0.275,1.8314748658074271,0.1872222222222222,5.0,44.0,0.0046440854126855325
97,97.0,1.7992193778355916,0.2833333333333333,1.8061208242840237,0.19333333333333338,4.0,47.0,0.0017044497446693733
98,98.0,1.8276811679204306,0.3333333333333333,1.816664007504781,0.16722222222222222,4.0,19.0,0.007117508644960085
99,99.0,1.796048633257548,0.2916666666666667,1.8265043014950224,0.1855555555555556,8.0,21.0,0.0031362388224479777
