,epoch,loss,accuracy,average_loss,average_accuracy,best_particle_hidden_num,best_particle_hidden_dim,best_particle_lr
24,24.0,1.0867953300476074,0.839,1.2208618293205897,0.5295333333333333,2.0,37.0,0.0005730227978690571
25,25.0,0.2074512094259262,0.85,1.4618431771794955,0.4049333333333333,2.0,16.0,0.004958315030456501
26,26.0,0.2518758177757263,0.843,1.2148901164531707,0.4686666666666666,5.0,41.0,0.003202925435099678
27,27.0,0.17249992489814758,0.841,1.3282264033953348,0.41960000000000003,2.0,13.0,0.008258666364178692
28,28.0,0.13155433535575867,0.839,1.3534190231313308,0.4244666666666667,2.0,15.0,0.0069480944591271245
29,29.0,0.1607135683298111,0.867,1.3519073208173116,0.39053333333333334,2.0,19.0,0.0033586101110070605
30,30.0,0.37661388516426086,0.845,1.3417979336654147,0.4273333333333333,2.0,13.0,0.0025630010456611993
31,31.0,0.31028056144714355,0.837,1.4394935990373294,0.3616666666666666,3.0,17.0,0.004842337090213766
32,32.0,0.150066077709198,0.846,1.2190578510363896,0.46806666666666674,2.0,14.0,0.00794250386454812
33,33.0,0.011822943575680256,0.844,1.2495501302803556,0.4456666666666667,2.0,48.0,0.009190434814542152
34,34.0,0.2811605632305145,0.862,1.4188191935109595,0.3712666666666667,2.0,16.0,0.006703467314478974
35,35.0,0.024304671213030815,0.851,1.386548734580477,0.41473333333333334,2.0,34.0,0.0078800853419494
36,36.0,0.14534960687160492,0.844,1.309629793247829,0.43240000000000006,2.0,14.0,0.007692208783528204
37,37.0,0.0775231197476387,0.846,1.4119539007544517,0.37453333333333333,2.0,25.0,0.003941042430806084
38,38.0,0.7080913782119751,0.723,1.3130458315213522,0.4389333333333333,9.0,39.0,0.006409289096198245
39,39.0,0.07794053107500076,0.848,1.2022646799683572,0.49426666666666663,2.0,18.0,0.006598643912022288
40,40.0,0.08687611669301987,0.844,1.3289572744940719,0.4191333333333333,2.0,20.0,0.005988592138495509
41,41.0,0.20255272090435028,0.85,1.3175788813270628,0.4170666666666667,2.0,14.0,0.005236142898408696
42,42.0,0.05874697491526604,0.846,1.1477319764594236,0.49426666666666674,2.0,28.0,0.008597218526476373
43,43.0,0.08204621076583862,0.833,1.3598625948031744,0.43400000000000005,3.0,32.0,0.013374047383710981
44,44.0,0.3723711669445038,0.831,1.393202938636144,0.42586666666666667,4.0,15.0,0.007472588721277714
45,45.0,0.1914849728345871,0.828,1.190691946943601,0.4790666666666666,3.0,18.0,0.0065679177986997265
46,46.0,0.1307574063539505,0.857,1.208145859837532,0.4998666666666666,2.0,19.0,0.005590739428343299
47,47.0,0.011618862859904766,0.841,1.394162901925544,0.41906666666666664,2.0,38.0,0.01139505029899533
48,48.0,0.11463005095720291,0.836,1.3072535797953606,0.46793333333333337,3.0,24.0,0.010289426821775546
49,49.0,0.21874161064624786,0.846,1.4917597860097884,0.3948666666666666,3.0,25.0,0.0037072137498018656
50,50.0,0.29716068506240845,0.846,1.3563585122426352,0.4335333333333332,2.0,13.0,0.003834852050100139
51,51.0,0.05688657984137535,0.854,1.0527641845246156,0.5389333333333333,2.0,45.0,0.00359356677346351
52,52.0,0.051787786185741425,0.842,1.0010204089184602,0.5596,2.0,20.0,0.012169257174562723
53,53.0,0.2769923508167267,0.854,1.1047804151972136,0.5265333333333334,2.0,13.0,0.004643588094128931
54,54.0,0.3520811200141907,0.843,1.4019680261611938,0.4042,2.0,12.0,0.006096088974762191
55,55.0,0.11111888289451599,0.85,1.4052298506100973,0.42666666666666664,2.0,17.0,0.005509360358538968
56,56.0,0.25919997692108154,0.831,1.3065161466598512,0.44026666666666664,5.0,46.0,0.003370807465594408
57,57.0,0.22631384432315826,0.84,1.201711517572403,0.4548666666666667,6.0,50.0,0.008750976500969454
58,58.0,0.022421209141612053,0.841,1.1221649208416542,0.5081333333333332,2.0,28.0,0.010484402336828864
59,59.0,0.16144320368766785,0.845,1.1734431048234304,0.5192666666666667,2.0,13.0,0.009451339782466898
60,60.0,0.32042330503463745,0.827,1.2789152125517527,0.4358000000000001,3.0,12.0,0.00705250065849547
61,61.0,0.2400536835193634,0.83,1.3224035203456879,0.4485333333333334,4.0,21.0,0.007876717618115783
62,62.0,0.24264834821224213,0.839,1.2372276763121286,0.4570666666666666,5.0,37.0,0.007143132933532182
63,63.0,0.16828560829162598,0.851,1.201151113708814,0.5056666666666666,2.0,19.0,0.0038291195560468992
64,64.0,0.2531551122665405,0.838,1.2813199025889237,0.49826666666666664,5.0,36.0,0.0030153481766680744
65,65.0,0.24938370287418365,0.854,1.1737660624086856,0.4993333333333333,2.0,12.0,0.006397866804313813
66,66.0,0.019389117136597633,0.84,1.222072439516584,0.47333333333333344,2.0,29.0,0.009329942507811644
67,67.0,0.20321984589099884,0.851,1.3292138089736303,0.45686666666666664,2.0,13.0,0.006928440128430549
68,68.0,0.13668739795684814,0.844,1.429057276248932,0.39606666666666673,3.0,45.0,0.002462979733671133
69,69.0,0.6880065202713013,0.846,1.1116188121338686,0.5342666666666667,2.0,17.0,0.001348147602832129
70,70.0,0.1876244843006134,0.851,1.1766647910078367,0.4939333333333333,3.0,31.0,0.0032708380942716303
71,71.0,0.24096247553825378,0.835,1.3340752840042114,0.43720000000000003,5.0,38.0,0.007057108637655076
72,72.0,0.5588607788085938,0.766,1.2741453727086385,0.4856666666666667,6.0,18.0,0.007324969850888396
73,73.0,0.09331659227609634,0.847,1.4206338450312614,0.43019999999999997,2.0,19.0,0.0075689459856390934
74,74.0,0.26308590173721313,0.844,1.0732090127964815,0.5125333333333333,4.0,25.0,0.004773694860703943
75,75.0,0.41333648562431335,0.849,1.1298005491495133,0.5254666666666666,2.0,19.0,0.002267761442463596
76,76.0,0.22696979343891144,0.845,1.0788581805924575,0.5179999999999999,3.0,23.0,0.002881304327317088
77,77.0,0.13560232520103455,0.85,1.2733525211612384,0.46559999999999996,2.0,42.0,0.0022129680699858167
78,78.0,0.5083961486816406,0.852,1.4664642572402955,0.40040000000000003,2.0,31.0,0.0015215100060663462
79,79.0,0.25127100944519043,0.837,1.4165736754735312,0.4096,4.0,36.0,0.0034801442154831002
80,80.0,0.19305267930030823,0.833,1.3082661151885986,0.467,5.0,50.0,0.005334041503234645
81,81.0,0.05861685797572136,0.853,1.0550659940888485,0.5593333333333333,2.0,21.0,0.006034085679356837
82,82.0,0.11324166506528854,0.854,1.000270892245074,0.5602666666666667,2.0,21.0,0.005034067151773511
83,83.0,0.2708602547645569,0.854,1.051798265427351,0.5353999999999999,2.0,14.0,0.004488185953754453
84,84.0,0.05054188519716263,0.844,1.303004889190197,0.45833333333333326,2.0,21.0,0.006942481904729824
85,85.0,0.09802352637052536,0.856,1.3806760196884473,0.3959333333333333,2.0,17.0,0.0074087875878484175
86,86.0,0.3489968776702881,0.804,1.416792662938436,0.4041333333333334,5.0,30.0,0.0033971439275114605
87,87.0,0.11989894509315491,0.832,1.3112446665763855,0.47600000000000003,4.0,50.0,0.009363060298371282
88,88.0,0.022207025438547134,0.84,1.2785491478939852,0.47306666666666675,2.0,43.0,0.005697580696652242
89,89.0,0.057708896696567535,0.845,1.2507941618561744,0.4450666666666666,2.0,15.0,0.012969575293737606
90,90.0,0.15668565034866333,0.853,1.3363477811217308,0.4209333333333333,2.0,24.0,0.004358857467209363
91,91.0,0.16701114177703857,0.844,1.3036665459473928,0.4199333333333333,2.0,18.0,0.00562100550684908
92,92.0,0.4872186481952667,0.83,1.495239911476771,0.3742,5.0,38.0,0.0015627619898816991
93,93.0,0.39014923572540283,0.824,1.3648924152056376,0.40679999999999994,4.0,22.0,0.009217000672987568
94,94.0,0.08542544394731522,0.84,1.2962161394457021,0.46506666666666663,2.0,16.0,0.009679302667066417
95,95.0,0.13683326542377472,0.861,1.2527000774939856,0.4808666666666666,2.0,40.0,0.0016923824302134648
96,96.0,0.13576264679431915,0.849,1.4678016784290473,0.37966666666666665,2.0,13.0,0.007853422861459196
97,97.0,0.10928553342819214,0.858,1.1404856671889623,0.5034666666666667,2.0,42.0,0.0028845447308812992
98,98.0,0.4077734649181366,0.853,1.2446257406845689,0.4852666666666667,4.0,47.0,0.0011547394053773375
99,99.0,0.27444592118263245,0.824,1.4082648992538451,0.41586666666666666,5.0,50.0,0.005994486025256766
